ID#	ORIGIN	GROWTH_STAGE	MANAGEMENT	SAMPLE_OR_CONTROL	OLD_NAME	COLLECTION_YEAR	BAR_LABEL
Sample0646	root	R3	Conventional	Sample	R3T1r2Croot	2021	2021 R3 Conventional
Sample0647	root	R3	Conventional	Sample	R3T1r5Aroot	2021	2021 R3 Conventional
Sample0648	root	R3	Conventional	Sample	R3T1r5Broot	2021	2021 R3 Conventional
Sample0649	root	R3	Conventional	Sample	R3T1r5Croot	2021	2021 R3 Conventional
Sample0650	root	R3	Conventional	Sample	R3T1r6Aroot	2021	2021 R3 Conventional
Sample0651	root	R3	Conventional	Sample	R3T1r6Broot	2021	2021 R3 Conventional
Sample0652	root	R3	Conventional	Sample	R3T1r6Croot	2021	2021 R3 Conventional
Sample0653	root	R3	No-Till	Sample	R3T2r1Aroot	2021	2021 R3 No-Till
Sample0654	root	R3	No-Till	Sample	R3T2r1Broot	2021	2021 R3 No-Till
Sample0655	root	R3	No-Till	Sample	R3T2r1Croot	2021	2021 R3 No-Till
Sample0656	root	R3	No-Till	Sample	R3T2r2Aroot	2021	2021 R3 No-Till
Sample0657	root	R3	No-Till	Sample	R3T2r2Broot	2021	2021 R3 No-Till
Sample0658	root	R3	No-Till	Sample	R3T2r2Croot	2021	2021 R3 No-Till
Sample0659	root	R3	No-Till	Sample	R3T2r5Aroot	2021	2021 R3 No-Till
Sample0660	root	R3	No-Till	Sample	R3T2r5Broot	2021	2021 R3 No-Till
Sample0661	root	R3	No-Till	Sample	R3T2r5Croot	2021	2021 R3 No-Till
Sample0662	root	R3	No-Till	Sample	R3T2r6Aroot	2021	2021 R3 No-Till
Sample0663	root	R3	No-Till	Sample	R3T2r6Broot	2021	2021 R3 No-Till
Sample0664	root	R3	No-Till	Sample	R3T2r6Croot	2021	2021 R3 No-Till
Sample0665	root	R3	Organic	Sample	R3T4r1Aroot	2021	2021 R3 Organic
Sample0666	root	R3	Organic	Sample	R3T4r1Broot	2021	2021 R3 Organic
Sample0667	root	R3	Organic	Sample	R3T4r1Croot	2021	2021 R3 Organic
Sample0668	root	R3	Organic	Sample	R3T4r2Aroot	2021	2021 R3 Organic
Sample0669	root	R3	Organic	Sample	R3T4r2Broot	2021	2021 R3 Organic
Sample0670	root	R3	Organic	Sample	R3T4r2Croot	2021	2021 R3 Organic
Sample0671	root	R3	Organic	Sample	R3T4r5Aroot	2021	2021 R3 Organic
Sample0672	root	R3	Organic	Sample	R3T4r5Broot	2021	2021 R3 Organic
Sample0673	root	R3	Organic	Sample	R3T4r5Croot	2021	2021 R3 Organic
Sample0674	root	R3	Organic	Sample	R3T4r6Aroot	2021	2021 R3 Organic
Sample0675	root	R3	Organic	Sample	R3T4r6Broot	2021	2021 R3 Organic
Sample0676	root	R3	Organic	Sample	R3T4r6Croot	2021	2021 R3 Organic
Sample0677	root	R6	Conventional	Sample	R6T1r1Aroot	2021	2021 R6 Conventional
Sample0678	root	R6	Conventional	Sample	R6T1r1Broot	2021	2021 R6 Conventional
Sample0679	root	R6	Conventional	Sample	R6T1r1Croot	2021	2021 R6 Conventional
Sample0680	root	R6	Conventional	Sample	R6T1r2Aroot	2021	2021 R6 Conventional
Sample0681	root	R6	Conventional	Sample	R6T1r2Broot	2021	2021 R6 Conventional
Sample0682	root	R6	Conventional	Sample	R6T1r2Croot	2021	2021 R6 Conventional
Sample0683	root	R6	Conventional	Sample	R6T1r5Aroot	2021	2021 R6 Conventional
Sample0684	root	R6	Conventional	Sample	R6T1r5Broot	2021	2021 R6 Conventional
Sample0685	root	R6	Conventional	Sample	R6T1r5Croot	2021	2021 R6 Conventional
Sample0686	root	R6	Conventional	Sample	R6T1r6Aroot	2021	2021 R6 Conventional
Sample0687	root	R6	Conventional	Sample	R6T1r6Broot	2021	2021 R6 Conventional
Sample0688	root	R6	Conventional	Sample	R6T1r6Croot	2021	2021 R6 Conventional
Sample0689	root	R6	No-Till	Sample	R6T2r1Aroot	2021	2021 R6 No-Till
Sample0690	root	R6	No-Till	Sample	R6T2r1Broot	2021	2021 R6 No-Till
Sample0691	root	R6	No-Till	Sample	R6T2r1Croot	2021	2021 R6 No-Till
Sample0692	root	R6	No-Till	Sample	R6T2r2Aroot	2021	2021 R6 No-Till
Sample0693	root	R6	No-Till	Sample	R6T2r2Broot	2021	2021 R6 No-Till
Sample0694	root	R6	No-Till	Sample	R6T2r2Croot	2021	2021 R6 No-Till
Sample0695	root	R6	No-Till	Sample	R6T2r5Aroot	2021	2021 R6 No-Till
Sample0696	root	R6	No-Till	Sample	R6T2r5Broot	2021	2021 R6 No-Till
Sample0697	root	R6	No-Till	Sample	R6T2r5Croot	2021	2021 R6 No-Till
Sample0698	root	R6	No-Till	Sample	R6T2r6Aroot	2021	2021 R6 No-Till
Sample0699	root	R6	No-Till	Sample	R6T2r6Broot	2021	2021 R6 No-Till
Sample0700	NC	NC	neg	Control	NC1root	2021	negative
Sample0701	root	R6	No-Till	Sample	R6T2r6Croot	2021	2021 R6 No-Till
Sample0702	root	R6	Organic	Sample	R6T4r1Aroot	2021	2021 R6 Organic
Sample0703	root	R6	Organic	Sample	R6T4r1Broot	2021	2021 R6 Organic
Sample0704	root	R6	Organic	Sample	R6T4r1Croot	2021	2021 R6 Organic
Sample0705	root	R6	Organic	Sample	R6T4r2Aroot	2021	2021 R6 Organic
Sample0706	root	R6	Organic	Sample	R6T4r2Broot	2021	2021 R6 Organic
Sample0707	root	R6	Organic	Sample	R6T4r2Croot	2021	2021 R6 Organic
Sample0708	root	R6	Organic	Sample	R6T4r5Aroot	2021	2021 R6 Organic
Sample0709	root	R6	Organic	Sample	R6T4r5Broot	2021	2021 R6 Organic
Sample0710	root	R6	Organic	Sample	R6T4r5Croot	2021	2021 R6 Organic
Sample0711	root	R6	Organic	Sample	R6T4r6Aroot	2021	2021 R6 Organic
Sample0712	root	R6	Organic	Sample	R6T4r6Broot	2021	2021 R6 Organic
Sample0713	root	R6	Organic	Sample	R6T4r6Croot	2021	2021 R6 Organic
Sample0714	PC	PC	neg	Control	PC1root	2021	negative
Sample0715	NC	NC	neg	Control	NC2root	2021	negative
Sample0716	soil	V2	Conventional	Sample	V2T1r1Asoil	2021	2021 V2 Conventional
Sample0717	soil	V2	Conventional	Sample	V2T1r1Bsoil	2021	2021 V2 Conventional
Sample0718	soil	V2	Conventional	Sample	V2T1r1Csoil	2021	2021 V2 Conventional
Sample0719	soil	V2	Conventional	Sample	V2T1r2Asoil	2021	2021 V2 Conventional
Sample0720	soil	V2	Conventional	Sample	V2T1r2Bsoil	2021	2021 V2 Conventional
Sample0721	soil	V2	Conventional	Sample	V2T1r2Csoil	2021	2021 V2 Conventional
Sample0722	soil	V2	Conventional	Sample	V2T1r5Asoil	2021	2021 V2 Conventional
Sample0723	soil	V2	Conventional	Sample	V2T1r5Bsoil	2021	2021 V2 Conventional
Sample0724	soil	V2	Conventional	Sample	V2T1r5Csoil	2021	2021 V2 Conventional
Sample0725	soil	V2	Conventional	Sample	V2T1r6Asoil	2021	2021 V2 Conventional
Sample0726	soil	V2	Conventional	Sample	V2T1r6Bsoil	2021	2021 V2 Conventional
Sample0727	soil	V2	Conventional	Sample	V2T1r6Csoil	2021	2021 V2 Conventional
Sample0728	soil	V2	No-Till	Sample	V2T2r1Asoil	2021	2021 V2 No-Till
Sample0729	soil	V2	No-Till	Sample	V2T2r1Bsoil	2021	2021 V2 No-Till
Sample0730	soil	V2	No-Till	Sample	V2T2r1Csoil	2021	2021 V2 No-Till
Sample0731	soil	V2	No-Till	Sample	V2T2r2Asoil	2021	2021 V2 No-Till
Sample0732	soil	V2	No-Till	Sample	V2T2r2Bsoil	2021	2021 V2 No-Till
Sample0733	soil	V2	No-Till	Sample	V2T2r2Csoil	2021	2021 V2 No-Till
Sample0734	soil	V2	No-Till	Sample	V2T2r5Asoil	2021	2021 V2 No-Till
Sample0735	soil	V2	No-Till	Sample	V2T2r5Bsoil	2021	2021 V2 No-Till
Sample0736	soil	V2	No-Till	Sample	V2T2r5Csoil	2021	2021 V2 No-Till
Sample0737	soil	V2	No-Till	Sample	V2T2r6Asoil	2021	2021 V2 No-Till
Sample0738	soil	V2	No-Till	Sample	V2T2r6Bsoil	2021	2021 V2 No-Till
Sample0739	soil	V2	No-Till	Sample	V2T2r6Csoil	2021	2021 V2 No-Till
Sample0740	soil	V2	Organic	Sample	V2T4r1Asoil	2021	2021 V2 Organic
Sample0741	soil	V2	Organic	Sample	V2T4r1Bsoil	2021	2021 V2 Organic
Sample0742	soil	V2	Organic	Sample	V2T4r1Csoil	2021	2021 V2 Organic
Sample0743	soil	V2	Organic	Sample	V2T4r2Asoil	2021	2021 V2 Organic
Sample0744	soil	V2	Organic	Sample	V2T4r2Bsoil	2021	2021 V2 Organic
Sample0745	soil	V2	Organic	Sample	V2T4r2Csoil	2021	2021 V2 Organic
Sample0746	soil	V2	Organic	Sample	V2T4r5Asoil	2021	2021 V2 Organic
Sample0747	soil	V2	Organic	Sample	V2T4r5Bsoil	2021	2021 V2 Organic
Sample0748	soil	V2	Organic	Sample	V2T4r5Csoil	2021	2021 V2 Organic
Sample0749	soil	V2	Organic	Sample	V2T4r6Asoil	2021	2021 V2 Organic
Sample0750	soil	V2	Organic	Sample	V2T4r6Bsoil	2021	2021 V2 Organic
Sample0751	soil	V2	Organic	Sample	V2T4r6Csoil	2021	2021 V2 Organic
Sample0752	soil	R3	Conventional	Sample	R3T1r1Asoil	2021	2021 R3 Conventional
Sample0753	soil	R3	Conventional	Sample	R3T1r1Bsoil	2021	2021 R3 Conventional
Sample0754	soil	R3	Conventional	Sample	R3T1r1Csoil	2021	2021 R3 Conventional
Sample0755	soil	R3	Conventional	Sample	R3T1r2Asoil	2021	2021 R3 Conventional
Sample0756	soil	R3	Conventional	Sample	R3T1r2Bsoil	2021	2021 R3 Conventional
Sample0757	soil	R3	Conventional	Sample	R3T1r2Csoil	2021	2021 R3 Conventional
Sample0758	soil	R3	Conventional	Sample	R3T1r5Asoil	2021	2021 R3 Conventional
Sample0759	soil	R3	Conventional	Sample	R3T1r5Bsoil	2021	2021 R3 Conventional
Sample0760	soil	R3	Conventional	Sample	R3T1r5Csoil	2021	2021 R3 Conventional
Sample0761	soil	R3	Conventional	Sample	R3T1r6Asoil	2021	2021 R3 Conventional
Sample0762	soil	R3	Conventional	Sample	R3T1r6Bsoil	2021	2021 R3 Conventional
Sample0763	soil	R3	Conventional	Sample	R3T1r6Csoil	2021	2021 R3 Conventional
Sample0764	soil	R3	No-Till	Sample	R3T2r1Asoil	2021	2021 R3 No-Till
Sample0765	soil	R3	No-Till	Sample	R3T2r1Bsoil	2021	2021 R3 No-Till
Sample0766	soil	R3	No-Till	Sample	R3T2r1Csoil	2021	2021 R3 No-Till
Sample0767	soil	R3	No-Till	Sample	R3T2r2Asoil	2021	2021 R3 No-Till
Sample0768	soil	R3	No-Till	Sample	R3T2r2Bsoil	2021	2021 R3 No-Till
Sample0769	soil	R3	No-Till	Sample	R3T2r2Csoil	2021	2021 R3 No-Till
Sample0770	soil	R3	No-Till	Sample	R3T2r5Asoil	2021	2021 R3 No-Till
Sample0771	soil	R3	No-Till	Sample	R3T2r5Bsoil	2021	2021 R3 No-Till
Sample0772	soil	R3	No-Till	Sample	R3T2r5Csoil	2021	2021 R3 No-Till
Sample0773	soil	R3	No-Till	Sample	R3T2r6Asoil	2021	2021 R3 No-Till
Sample0774	soil	R3	No-Till	Sample	R3T2r6Bsoil	2021	2021 R3 No-Till
Sample0775	soil	R3	No-Till	Sample	R3T2r6Csoil	2021	2021 R3 No-Till
Sample0776	soil	R3	Organic	Sample	R3T4r1Asoil	2021	2021 R3 Organic
Sample0777	soil	R3	Organic	Sample	R3T4r1Bsoil	2021	2021 R3 Organic
Sample0778	soil	R3	Organic	Sample	R3T4r1Csoil	2021	2021 R3 Organic
Sample0779	soil	R3	Organic	Sample	R3T4r2Asoil	2021	2021 R3 Organic
Sample0780	soil	R3	Organic	Sample	R3T4r2Bsoil	2021	2021 R3 Organic
Sample0781	soil	R3	Organic	Sample	R3T4r2Csoil	2021	2021 R3 Organic
Sample0782	soil	R3	Organic	Sample	R3T4r5Asoil	2021	2021 R3 Organic
Sample0783	soil	R3	Organic	Sample	R3T4r5Bsoil	2021	2021 R3 Organic
Sample0784	soil	R3	Organic	Sample	R3T4r5Csoil	2021	2021 R3 Organic
Sample0785	soil	R3	Organic	Sample	R3T4r6Asoil	2021	2021 R3 Organic
Sample0786	soil	R3	Organic	Sample	R3T4r6Bsoil	2021	2021 R3 Organic
Sample0787	soil	R3	Organic	Sample	R3T4r6Csoil	2021	2021 R3 Organic
Sample0788	soil	R6	Conventional	Sample	R6T1r1Asoil	2021	2021 R6 Conventional
Sample0789	soil	R6	Conventional	Sample	R6T1r1Bsoil	2021	2021 R6 Conventional
Sample0790	soil	R6	Conventional	Sample	R6T1r1Csoil	2021	2021 R6 Conventional
Sample0791	soil	R6	Conventional	Sample	R6T1r2Asoil	2021	2021 R6 Conventional
Sample0792	soil	R6	Conventional	Sample	R6T1r2Bsoil	2021	2021 R6 Conventional
Sample0793	soil	R6	Conventional	Sample	R6T1r2Csoil	2021	2021 R6 Conventional
Sample0794	soil	R6	Conventional	Sample	R6T1r5Asoil	2021	2021 R6 Conventional
Sample0795	soil	R6	Conventional	Sample	R6T1r5Bsoil	2021	2021 R6 Conventional
Sample0796	soil	R6	Conventional	Sample	R6T1r5Csoil	2021	2021 R6 Conventional
Sample0797	soil	R6	Conventional	Sample	R6T1r6Asoil	2021	2021 R6 Conventional
Sample0798	soil	R6	Conventional	Sample	R6T1r6Bsoil	2021	2021 R6 Conventional
Sample0799	soil	R6	Conventional	Sample	R6T1r6Csoil	2021	2021 R6 Conventional
Sample0800	soil	R6	No-Till	Sample	R6T2r1Asoil	2021	2021 R6 No-Till
Sample0801	soil	R6	No-Till	Sample	R6T2r1Bsoil	2021	2021 R6 No-Till
Sample0802	soil	R6	No-Till	Sample	R6T2r1Csoil	2021	2021 R6 No-Till
Sample0803	soil	R6	No-Till	Sample	R6T2r2Asoil	2021	2021 R6 No-Till
Sample0804	soil	R6	No-Till	Sample	R6T2r2Bsoil	2021	2021 R6 No-Till
Sample0805	soil	R6	No-Till	Sample	R6T2r2Csoil	2021	2021 R6 No-Till
Sample0806	soil	R6	No-Till	Sample	R6T2r5Asoil	2021	2021 R6 No-Till
Sample0807	soil	R6	No-Till	Sample	R6T2r5Bsoil	2021	2021 R6 No-Till
Sample0808	soil	R6	No-Till	Sample	R6T2r5Csoil	2021	2021 R6 No-Till
Sample0809	soil	R6	No-Till	Sample	R6T2r6Asoil	2021	2021 R6 No-Till
Sample0810	soil	R6	No-Till	Sample	R6T2r6Bsoil	2021	2021 R6 No-Till
Sample0811	NC	NC	neg	Control	NC1soilf	2021	negative
Sample0812	PC	PC	neg	Control	PC1soilf	2021	negative
Sample0813	NC	NC	neg	Control	NC2soilf	2021	negative
Sample0814	soil	R6	No-Till	Sample	R6T2r6Csoil	2021	2021 R6 No-Till
Sample0815	soil	R6	Organic	Sample	R6T4r1Asoil	2021	2021 R6 Organic
Sample0816	soil	R6	Organic	Sample	R6T4r1Bsoil	2021	2021 R6 Organic
Sample0817	soil	R6	Organic	Sample	R6T4r1Csoil	2021	2021 R6 Organic
Sample0818	soil	R6	Organic	Sample	R6T4r2Asoil	2021	2021 R6 Organic
Sample0819	soil	R6	Organic	Sample	R6T4r2Bsoil	2021	2021 R6 Organic
Sample0820	soil	R6	Organic	Sample	R6T4r2Csoil	2021	2021 R6 Organic
Sample0821	soil	R6	Organic	Sample	R6T4r5Asoil	2021	2021 R6 Organic
Sample0822	soil	R6	Organic	Sample	R6T4r5Bsoil	2021	2021 R6 Organic
Sample0823	soil	R6	Organic	Sample	R6T4r5Csoil	2021	2021 R6 Organic
Sample0824	soil	R6	Organic	Sample	R6T4r6Asoil	2021	2021 R6 Organic
Sample0825	soil	R6	Organic	Sample	R6T4r6Bsoil	2021	2021 R6 Organic
Sample0826	soil	R6	Organic	Sample	R6T4r6Csoil	2021	2021 R6 Organic
Sample0827	PC	PC	neg	Control	PC1soilb	2021	negative
Sample0828	NC	NC	neg	Control	NC2soilb	2021	negative
Sample0829	stem	V2	Conventional	Sample	V2T1r1Astem	2021	2021 V2 Conventional
Sample0830	stem	V2	Conventional	Sample	V2T1r1Bstem	2021	2021 V2 Conventional
Sample0831	stem	V2	Conventional	Sample	V2T1r1Cstem	2021	2021 V2 Conventional
Sample0832	stem	V2	Conventional	Sample	V2T1r2Astem	2021	2021 V2 Conventional
Sample0833	stem	V2	Conventional	Sample	V2T1r2Bstem	2021	2021 V2 Conventional
Sample0834	stem	V2	Conventional	Sample	V2T1r2Cstem	2021	2021 V2 Conventional
Sample0835	stem	V2	Conventional	Sample	V2T1r5Astem	2021	2021 V2 Conventional
Sample0836	stem	V2	Conventional	Sample	V2T1r5Bstem	2021	2021 V2 Conventional
Sample0837	stem	V2	Conventional	Sample	V2T1r5Cstem	2021	2021 V2 Conventional
Sample0838	stem	V2	Conventional	Sample	V2T1r6Astem	2021	2021 V2 Conventional
Sample0839	stem	V2	Conventional	Sample	V2T1r6Bstem	2021	2021 V2 Conventional
Sample0840	stem	V2	Conventional	Sample	V2T1r6Cstem	2021	2021 V2 Conventional
Sample0841	stem	V2	No-Till	Sample	V2T2r1Astem	2021	2021 V2 No-Till
Sample0842	stem	V2	No-Till	Sample	V2T2r1Bstem	2021	2021 V2 No-Till
Sample0843	stem	V2	No-Till	Sample	V2T2r1Cstem	2021	2021 V2 No-Till
Sample0844	stem	V2	No-Till	Sample	V2T2r2Astem	2021	2021 V2 No-Till
Sample0845	stem	V2	No-Till	Sample	V2T2r2Bstem	2021	2021 V2 No-Till
Sample0846	stem	V2	No-Till	Sample	V2T2r2Cstem	2021	2021 V2 No-Till
Sample0847	stem	V2	No-Till	Sample	V2T2r5Astem	2021	2021 V2 No-Till
Sample0848	stem	V2	No-Till	Sample	V2T2r5Bstem	2021	2021 V2 No-Till
Sample0849	stem	V2	No-Till	Sample	V2T2r5Cstem	2021	2021 V2 No-Till
Sample0850	stem	V2	No-Till	Sample	V2T2r6Astem	2021	2021 V2 No-Till
Sample0851	stem	V2	No-Till	Sample	V2T2r6Bstem	2021	2021 V2 No-Till
Sample0852	stem	V2	No-Till	Sample	V2T2r6Cstem	2021	2021 V2 No-Till
Sample0853	stem	V2	Organic	Sample	V2T4r1Astem	2021	2021 V2 Organic
Sample0854	stem	V2	Organic	Sample	V2T4r1Bstem	2021	2021 V2 Organic
Sample0855	stem	V2	Organic	Sample	V2T4r1Cstem	2021	2021 V2 Organic
Sample0856	stem	V2	Organic	Sample	V2T4r2Astem	2021	2021 V2 Organic
Sample0857	stem	V2	Organic	Sample	V2T4r2Bstem	2021	2021 V2 Organic
Sample0858	stem	V2	Organic	Sample	V2T4r2Cstem	2021	2021 V2 Organic
Sample0859	stem	V2	Organic	Sample	V2T4r5Astem	2021	2021 V2 Organic
Sample0860	stem	V2	Organic	Sample	V2T4r5Bstem	2021	2021 V2 Organic
Sample0861	stem	V2	Organic	Sample	V2T4r5Cstem	2021	2021 V2 Organic
Sample0862	stem	V2	Organic	Sample	V2T4r6Astem	2021	2021 V2 Organic
Sample0863	stem	V2	Organic	Sample	V2T4r6Bstem	2021	2021 V2 Organic
Sample0864	stem	V2	Organic	Sample	V2T4r6Cstem	2021	2021 V2 Organic
Sample0865	stem	R3	Conventional	Sample	R3T1r1Astem	2021	2021 R3 Conventional
Sample0866	stem	R3	Conventional	Sample	R3T1r1Bstem	2021	2021 R3 Conventional
Sample0867	stem	R3	Conventional	Sample	R3T1r1Cstem	2021	2021 R3 Conventional
Sample0868	stem	R3	Conventional	Sample	R3T1r2Astem	2021	2021 R3 Conventional
Sample0869	stem	R3	Conventional	Sample	R3T1r2Bstem	2021	2021 R3 Conventional
Sample0870	stem	R3	Conventional	Sample	R3T1r2Cstem	2021	2021 R3 Conventional
Sample0871	stem	R3	Conventional	Sample	R3T1r5Astem	2021	2021 R3 Conventional
Sample0872	stem	R3	Conventional	Sample	R3T1r5Bstem	2021	2021 R3 Conventional
Sample0873	stem	R3	Conventional	Sample	R3T1r5Cstem	2021	2021 R3 Conventional
Sample0874	stem	R3	Conventional	Sample	R3T1r6Astem	2021	2021 R3 Conventional
Sample0875	stem	R3	Conventional	Sample	R3T1r6Bstem	2021	2021 R3 Conventional
Sample0876	stem	R3	Conventional	Sample	R3T1r6Cstem	2021	2021 R3 Conventional
Sample0877	stem	R3	No-Till	Sample	R3T2r1Astem	2021	2021 R3 No-Till
Sample0878	stem	R3	No-Till	Sample	R3T2r1Bstem	2021	2021 R3 No-Till
Sample0879	stem	R3	No-Till	Sample	R3T2r1Cstem	2021	2021 R3 No-Till
Sample0880	stem	R3	No-Till	Sample	R3T2r2Astem	2021	2021 R3 No-Till
Sample0881	stem	R3	No-Till	Sample	R3T2r2Bstem	2021	2021 R3 No-Till
Sample0882	stem	R3	No-Till	Sample	R3T2r2Cstem	2021	2021 R3 No-Till
Sample0883	stem	R3	No-Till	Sample	R3T2r5Astem	2021	2021 R3 No-Till
Sample0884	stem	R3	No-Till	Sample	R3T2r5Bstem	2021	2021 R3 No-Till
Sample0885	stem	R3	No-Till	Sample	R3T2r5Cstem	2021	2021 R3 No-Till
Sample0886	stem	R3	No-Till	Sample	R3T2r6Astem	2021	2021 R3 No-Till
Sample0887	stem	R3	No-Till	Sample	R3T2r6Bstem	2021	2021 R3 No-Till
Sample0888	stem	R3	No-Till	Sample	R3T2r6Cstem	2021	2021 R3 No-Till
Sample0889	stem	R3	Organic	Sample	R3T4r1Astem	2021	2021 R3 Organic
Sample0890	stem	R3	Organic	Sample	R3T4r1Bstem	2021	2021 R3 Organic
Sample0891	stem	R3	Organic	Sample	R3T4r1Cstem	2021	2021 R3 Organic
Sample0892	stem	R3	Organic	Sample	R3T4r2Astem	2021	2021 R3 Organic
Sample0893	stem	R3	Organic	Sample	R3T4r2Bstem	2021	2021 R3 Organic
Sample0894	stem	R3	Organic	Sample	R3T4r2Cstem	2021	2021 R3 Organic
Sample0895	stem	R3	Organic	Sample	R3T4r5Astem	2021	2021 R3 Organic
Sample0896	stem	R3	Organic	Sample	R3T4r5Bstem	2021	2021 R3 Organic
Sample0897	stem	R3	Organic	Sample	R3T4r5Cstem	2021	2021 R3 Organic
Sample0898	stem	R3	Organic	Sample	R3T4r6Astem	2021	2021 R3 Organic
Sample0899	stem	R3	Organic	Sample	R3T4r6Bstem	2021	2021 R3 Organic
Sample0900	stem	R3	Organic	Sample	R3T4r6Cstem	2021	2021 R3 Organic
Sample0901	stem	R6	Conventional	Sample	R6T1r1Astem	2021	2021 R6 Conventional
Sample0902	stem	R6	Conventional	Sample	R6T1r1Bstem	2021	2021 R6 Conventional
Sample0903	stem	R6	Conventional	Sample	R6T1r1Cstem	2021	2021 R6 Conventional
Sample0904	stem	R6	Conventional	Sample	R6T1r2Astem	2021	2021 R6 Conventional
Sample0905	stem	R6	Conventional	Sample	R6T1r2Bstem	2021	2021 R6 Conventional
Sample0906	stem	R6	Conventional	Sample	R6T1r2Cstem	2021	2021 R6 Conventional
Sample0907	stem	R6	Conventional	Sample	R6T1r5Astem	2021	2021 R6 Conventional
Sample0908	stem	R6	Conventional	Sample	R6T1r5Bstem	2021	2021 R6 Conventional
Sample0909	stem	R6	Conventional	Sample	R6T1r5Cstem	2021	2021 R6 Conventional
Sample0910	stem	R6	Conventional	Sample	R6T1r6Astem	2021	2021 R6 Conventional
Sample0911	stem	R6	Conventional	Sample	R6T1r6Bstem	2021	2021 R6 Conventional
Sample0912	stem	R6	Conventional	Sample	R6T1r6Cstem	2021	2021 R6 Conventional
Sample0913	stem	R6	No-Till	Sample	R6T2r1Astem	2021	2021 R6 No-Till
Sample0914	stem	R6	No-Till	Sample	R6T2r1Bstem	2021	2021 R6 No-Till
Sample0915	stem	R6	No-Till	Sample	R6T2r1Cstem	2021	2021 R6 No-Till
Sample0916	stem	R6	No-Till	Sample	R6T2r2Astem	2021	2021 R6 No-Till
Sample0917	stem	R6	No-Till	Sample	R6T2r2Bstem	2021	2021 R6 No-Till
Sample0918	stem	R6	No-Till	Sample	R6T2r2Cstem	2021	2021 R6 No-Till
Sample0919	stem	R6	No-Till	Sample	R6T2r5Astem	2021	2021 R6 No-Till
Sample0920	stem	R6	No-Till	Sample	R6T2r5Bstem	2021	2021 R6 No-Till
Sample0921	stem	R6	No-Till	Sample	R6T2r5Cstem	2021	2021 R6 No-Till
Sample0922	stem	R6	No-Till	Sample	R6T2r6Astem	2021	2021 R6 No-Till
Sample0923	stem	R6	No-Till	Sample	R6T2r6Bstem	2021	2021 R6 No-Till
Sample0924	NC	NC	neg	Control	NC1stem	2021	negative
Sample0925	stem	R6	No-Till	Sample	R6T2r6Cstem	2021	2021 R6 No-Till
Sample0926	stem	R6	Organic	Sample	R6T4r1Astem	2021	2021 R6 Organic
Sample0927	stem	R6	Organic	Sample	R6T4r1Bstem	2021	2021 R6 Organic
Sample0928	stem	R6	Organic	Sample	R6T4r1Cstem	2021	2021 R6 Organic
Sample0929	stem	R6	Organic	Sample	R6T4r2Astem	2021	2021 R6 Organic
Sample0930	stem	R6	Organic	Sample	R6T4r2Bstem	2021	2021 R6 Organic
Sample0931	stem	R6	Organic	Sample	R6T4r2Cstem	2021	2021 R6 Organic
Sample0932	stem	R6	Organic	Sample	R6T4r5Astem	2021	2021 R6 Organic
Sample0933	stem	R6	Organic	Sample	R6T4r5Bstem	2021	2021 R6 Organic
Sample0934	stem	R6	Organic	Sample	R6T4r5Cstem	2021	2021 R6 Organic
Sample0935	stem	R6	Organic	Sample	R6T4r6Astem	2021	2021 R6 Organic
Sample0936	stem	R6	Organic	Sample	R6T4r6Bstem	2021	2021 R6 Organic
Sample0937	stem	R6	Organic	Sample	R6T4r6Cstem	2021	2021 R6 Organic
Sample0938	PC	PC	neg	Control	PC1stem	2021	negative
Sample0939	NC	NC	neg	Control	NC2stem	2021	negative
